ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile
491-27-9680|4030299228092023|Deanna|White|F|904 Jay Rest Suite 723|Kent City|MI|49330|43.2362|-85.7399|5440|Paediatric nurse|1998-04-16|157199405309|adults_2550_female_urban.json
841-99-2980|3525799136621031|Kelly|Blankenship|F|91279 Natalie Place Apt. 172|Saint Louis|MO|63123|38.5476|-90.3241|927396|Toxicologist|1994-10-28|908554315130|adults_2550_female_urban.json
794-87-7070|180050863765993|Brent|Anderson|M|14986 Lopez Station Apt. 981|San Jose|CA|95128|37.3163|-121.9356|973849|Scientist, product/process development|1964-01-15|412347758641|adults_50up_male_urban.json
211-89-5176|6512694486959461|Paul|Gutierrez|M|58874 Lane Trail Suite 213|Beloit|WI|53511|42.562|-89.086|48929|Product manager|1981-04-09|772162574642|adults_2550_male_urban.json
103-28-8329|6589026012796117|Dennis|Wood|M|669 Dawson Ranch|Carson|CA|90745|33.823|-118.2684|83241|Barista|1989-07-03|854465343288|adults_2550_male_urban.json
656-64-7193|568430988390|Caroline|Johnson|F|021 Chan Knoll|Corryton|TN|37721|36.12|-83.813|12733|Nutritional therapist|1994-12-18|645986493050|adults_2550_female_urban.json
531-02-1125|2704895543937690|Abigail|Thompson|F|184 Arroyo Unions|Sacramento|CA|95826|38.5539|-121.3693|757530|Scientific laboratory technician|1969-10-25|283281909609|adults_50up_female_urban.json
833-74-4099|3569735779071412|Janet|Kramer|F|356 Black Branch|Seabrook|TX|77586|29.5832|-95.037|20970|General practice doctor|1939-04-20|314598870934|adults_50up_female_urban.json
409-87-5604|2702755394237339|Nicolas|Salas|M|33952 David Common|Hendersonville|TN|37075|36.3054|-86.6072|59256|Research officer, government|1960-03-01|6931334095|adults_50up_male_urban.json
044-62-6082|3579472846392088|Robert|Mendoza|M|562 Bray Square|State College|PA|16801|40.7925|-77.8523|66497|Scientist, marine|1979-06-04|345573371830|adults_2550_male_urban.json
009-02-3453|6011559428434798|Grace|White|F|65564 White Curve Apt. 143|Berwyn|PA|19312|40.0412|-75.4475|11539|Surveyor, building control|1990-06-14|942454203201|adults_2550_female_urban.json
201-19-2451|30026728857441|Kristina|Bradley|F|20347 Shannon Isle Suite 558|Buchanan|VA|24066|37.5479|-79.7123|4883|Surveyor, hydrographic|1955-12-16|893060472234|adults_50up_female_urban.json
353-03-6747|2289399824558773|Stacy|James|F|2256 Sweeney Cliffs Apt. 253|Ocala|FL|34479|29.2541|-82.1095|207224|Interior and spatial designer|1942-10-07|718620520120|adults_50up_female_urban.json
728-35-9919|4475987622023410|Christine|Sanders|F|78006 Dalton River|Anaheim|CA|92805|33.8359|-117.9086|354475|Designer, furniture|1994-11-29|717621652546|adults_2550_female_urban.json
317-30-4054|3572282005577842|Joshua|Taylor|M|979 Mills Route|Torrance|CA|90504|33.8708|-118.3295|174353|Social research officer, government|1940-04-06|997762397943|adults_50up_male_urban.json
494-70-3722|2445642400825475|Kimberly|Watts|F|4064 Laura Plaza Suite 368|Marshall|AR|72650|35.9267|-92.6402|4362|Press sub|1997-10-24|272278386916|adults_2550_female_urban.json
733-95-6386|6011416389448467|Cole|Jones|M|1797 Graves Overpass|Saratoga|CA|95070|37.2713|-122.0227|30617|Emergency planning/management officer|1974-07-22|18557023491|adults_50up_male_urban.json
051-69-0363|4442703120735649|Rachel|Jimenez|F|0512 Joseph Lock Apt. 872|Totowa|NJ|07512|40.9048|-74.2168|10804|Engineer, agricultural|1972-03-05|927264966457|adults_50up_female_urban.json
837-49-0207|2246730371837644|Taylor|Moore|F|881 Olson Hills|Inman|SC|29349|35.0528|-82.054|30129|Engineer, civil (contracting)|2002-07-04|976505596881|young_adults_female_urban.json
885-86-3569|2246502491630096|Rachel|Alvarez|F|1327 Gina Junction|Atlanta|GA|30315|33.7051|-84.3808|900273|Best boy|1963-10-09|391098756160|adults_50up_female_urban.json
158-90-8788|5573585730652407|Karina|Kim|F|739 Amy Islands Suite 498|Foothill Ranch|CA|92610|33.6748|-117.6649|11248|Designer, multimedia|2002-12-06|580116407639|young_adults_female_urban.json
461-38-4315|180070862095937|Erica|Brown|F|87829 Morris Row Suite 118|New Rochelle|NY|10801|40.9166|-73.7877|59241|Broadcast engineer|2000-04-10|915016055940|adults_2550_female_urban.json
183-05-3311|2531096789940535|Larry|Jones|M|717 Michael Summit|Fort Lauderdale|FL|33334|26.1845|-80.1344|711693|Pathologist|1990-05-31|407257502832|adults_2550_male_urban.json
060-79-4356|213114138113867|Chelsey|Fox|F|288 Reese Trafficway|Lawrenceville|GA|30046|33.9496|-83.9942|228867|Technical author|1941-02-08|740271815861|adults_50up_female_urban.json
720-86-6998|2223868528975581|William|Nguyen|M|6593 Nicholas Plaza Suite 577|Winnetka|CA|91306|34.2092|-118.5749|45061|Occupational psychologist|1999-08-10|794569789978|adults_2550_male_urban.json
292-77-0268|213140433504880|Justin|Howe|M|07522 Richardson Prairie|Detroit|MI|48227|42.3883|-83.1937|673342|Fisheries officer|1987-03-06|280173576486|adults_2550_male_urban.json
095-74-6551|3515727919409615|Richard|Weeks|M|6613 Cynthia Roads Suite 048|Lakeland|FL|33805|28.072|-81.9609|237282|Architectural technologist|1943-03-21|594076940942|adults_50up_male_urban.json
154-42-8232|3520679981364629|Brandi|Miller|F|641 Shaw Trail|Lansdale|PA|19446|40.2378|-75.2955|55138|Conservator, furniture|1969-03-22|149301794538|adults_50up_female_urban.json
573-26-7994|6011898331465915|Brian|Gutierrez|M|3559 Kayla Extension Suite 979|Burleson|TX|76028|32.5316|-97.309|59744|Dancer|1989-05-12|49136416256|adults_2550_male_urban.json
205-88-6125|4103924051477056|Daniel|Medina|M|848 Dean Divide|Berkley|MI|48072|42.5028|-83.1887|14970|Adult nurse|1984-12-11|641567640429|adults_2550_male_urban.json
540-06-4186|4439407016451049|Sharon|Banks|F|8157 Jacob Parkway|Perris|CA|92571|33.811|-117.218|106213|Programmer, systems|1985-07-30|24534868377|adults_2550_female_urban.json
254-68-4996|376205554384041|Sherry|Zamora|F|432 Prince Shoals|San Diego|CA|92106|32.7272|-117.2268|1241364|Copywriter, advertising|1977-05-09|799240993760|adults_2550_female_urban.json
534-87-3727|6011926495782328|Kevin|Sutton|M|48262 Lonnie Point|Vancouver|WA|98661|45.6418|-122.6251|299480|Site engineer|1964-01-01|794348195155|adults_50up_male_urban.json
189-41-2385|3556647423122092|Lisa|Obrien|F|330 Miller Tunnel|Carlisle|PA|17013|40.2417|-77.1983|55373|Publishing rights manager|1991-01-11|550331711552|adults_2550_female_urban.json
481-92-6127|4772233060463333|Austin|Ho|M|757 Ronald Trail Apt. 965|San Benito|TX|78586|26.1337|-97.6447|55878|Nurse, mental health|1991-07-29|630254100367|adults_2550_male_urban.json
550-68-0631|213177038860861|Jose|Mccoy|M|47644 Jackson Hill|Necedah|WI|54646|44.0345|-90.06|3899|Video editor|2006-03-15|59781790776|young_adults_male_urban.json
530-19-7596|4181298266570277|Leslie|Marquez|F|1452 Christopher Squares|Missouri City|TX|77489|29.5962|-95.5115|91828|Production assistant, television|1943-06-23|397860311539|adults_50up_female_urban.json
537-91-6293|3568602592222062|Elizabeth|Cross|F|2123 Cindy Glen Apt. 777|Long Beach|CA|90805|33.8635|-118.1801|471952|Speech and language therapist|1981-11-26|7762958252|adults_2550_female_urban.json
506-31-3554|3576719903849837|Anthony|Hernandez|M|20994 Knapp Causeway Apt. 622|Los Angeles|CA|90023|34.0245|-118.1975|2383912|Higher education careers adviser|1977-09-07|728474083546|adults_2550_male_urban.json
717-77-9377|213179501455617|Peter|Bridges|M|7214 Rose Pine|Waban|MA|02468|42.3271|-71.2315|5273|Engineer, manufacturing systems|1967-07-12|230621831621|adults_50up_male_urban.json
060-14-9362|3579469548995291|Justin|Stone|M|2934 Aaron Burg Suite 139|Fond Du Lac|WI|54935|43.7742|-88.4352|60763|Patent examiner|1958-10-28|49022933417|adults_50up_male_urban.json
359-72-3479|676334414486|Krista|Wang|F|556 Marilyn Fields|Emmett|ID|83617|43.9089|-116.4927|15422|Lawyer|1970-05-11|372948439863|adults_50up_female_urban.json
491-61-0583|4727857608495880|Alicia|Ray|F|1240 Terrell Road Apt. 996|Riverside|CA|92509|34.0033|-117.445|419138|Embryologist, clinical|1937-11-18|127110381193|adults_50up_female_urban.json
723-41-0519|4173574384215031787|Allison|Webb|F|57845 Kayla Courts|Dallas|TX|75211|32.7319|-96.9057|1263321|Scientist, clinical (histocompatibility and immunogenetics)|1981-06-28|223908315250|adults_2550_female_urban.json
038-59-6351|3504091570184097|Peter|Fowler|M|3344 Mejia Skyway|Fort Worth|TX|76137|32.8664|-97.2891|813980|Commercial/residential surveyor|1956-08-26|164379798163|adults_50up_male_urban.json
281-15-0250|3538585424932148|Louis|Morgan|M|20701 Brown Meadow Suite 299|Lebanon|ME|04027|43.4597|-70.9152|6031|Product designer|1999-05-11|393489078147|adults_2550_male_urban.json
341-26-8741|2492171747733293|David|Cox|M|557 Johnson Mountains|Miami|FL|33154|25.8831|-80.1321|1737737|Clinical scientist, histocompatibility and immunogenetics|1967-08-18|525495436942|adults_50up_male_urban.json
867-22-4625|348161581487692|Jason|Oliver|M|6153 Mueller Mews|Wilmington|DE|19809|39.7647|-75.5069|215619|Tax adviser|1966-09-11|377043697499|adults_50up_male_urban.json
711-31-2836|4971997581724618|Linda|Jennings|F|7013 Paige Throughway Apt. 227|Erie|PA|16503|42.1265|-80.064|187498|Ship broker|1976-07-12|426453759246|adults_2550_female_urban.json
592-58-3206|4494651909864|Sarah|Phelps|F|8008 Rodriguez Haven|Minneapolis|MN|55421|45.0523|-93.2541|1022298|Airline pilot|1987-12-11|473456755696|adults_2550_female_urban.json
605-51-5213|3566683272386569|Brittany|Bright|F|01027 Proctor Dale|Charlotte|NC|28216|35.2834|-80.8702|790689|Chartered accountant|1984-11-22|704963993110|adults_2550_female_urban.json
881-59-9903|6011786876532696|Adrienne|Jimenez|F|846 Johnson Camp|Stockton|CA|95210|38.025|-121.2972|357430|Tax inspector|1990-02-24|775169734100|adults_2550_female_urban.json
116-75-7890|3528478189137180|Robert|Edwards|M|8077 Berry Isle|Stratford|OK|74872|34.7714|-96.9763|3692|Pharmacist, community|1968-07-16|880372777813|adults_50up_male_urban.json
297-22-0579|3594079290490473|Bradley|Wagner|M|2944 Smith Creek Apt. 927|Orosi|CA|93647|36.5464|-119.2815|11874|Merchant navy officer|1946-01-09|192448210387|adults_50up_male_urban.json
802-90-3870|30280512927668|David|Alexander|M|95041 Gary Locks|Danville|VA|24541|36.5779|-79.4411|60391|Publishing copy|1974-11-20|520985404788|adults_50up_male_urban.json
771-69-3829|6574286047658016|Thomas|Walsh|M|454 Lang Glens Suite 739|South Lake Tahoe|CA|96150|38.917|-119.9865|29800|Engineer, broadcasting (operations)|2006-05-21|371600365664|young_adults_male_urban.json
707-24-5133|213101061817531|Nicholas|King|M|91093 Jean Crest|Dayton|OH|45406|39.7821|-84.2373|479994|Chartered legal executive (England and Wales)|1992-01-22|665103348898|adults_2550_male_urban.json
385-85-9275|4244717465421409|Janet|Cook|F|4271 Krause Flats|Sugarloaf|CA|92386|34.2372|-116.8277|2270|Travel agency manager|1999-06-02|194959880423|adults_2550_female_rural.json
504-14-2358|180039174101196|Monica|Waters|F|2006 Hernandez Isle|Arvada|CO|80004|39.8141|-105.1177|122111|Nurse, adult|1945-12-17|2468061102|adults_50up_female_urban.json
725-99-8040|36618306719854|Felicia|Turner|F|158 Miller Mount|Griffin|GA|30224|33.2404|-84.2734|61966|Horticultural consultant|1982-07-14|221825580025|adults_2550_female_urban.json
568-06-6295|4461571732030931|John|Brown|M|8700 Brown Turnpike Apt. 613|Harriman|TN|37748|35.9348|-84.5155|17857|Scientist, research (medical)|1933-01-03|956395061779|adults_50up_male_urban.json
153-95-9493|4027079032024|Mackenzie|Conway|F|9291 Danny Ranch|Whitinsville|MA|01588|42.1153|-71.6644|9733|Warden/ranger|1933-04-04|69666828528|adults_50up_female_urban.json
437-44-6587|349825309251148|Brenda|Perry|F|273 Dennis Turnpike Suite 207|Puyallup|WA|98374|47.1424|-122.2652|129412|Catering manager|1986-11-23|4322238535|adults_2550_female_urban.json
092-91-9728|4723248763290927910|Mark|Patton|M|0833 Valerie Court Suite 883|Mesa|AZ|85202|33.3851|-111.8724|478404|Psychologist, forensic|1941-02-07|690503315009|adults_50up_male_urban.json
214-36-0870|4277220054365|David|Jensen|M|10822 Todd Crescent Apt. 379|East Berlin|PA|17316|39.9645|-77.0073|8266|TEFL teacher|1993-06-07|460961541101|adults_2550_male_urban.json
766-87-5337|4531363631797|Kari|Zamora|F|97265 Stephen Fields|Bedford|PA|15522|39.9908|-78.5261|12036|Mechanical engineer|1984-10-05|300542724083|adults_2550_female_urban.json
344-17-0526|3542177625349290|Susan|Lane|F|68739 Hood Harbors|Miami|FL|33127|25.8143|-80.2051|1737737|Administrator, education|1960-11-17|471286837656|adults_50up_female_urban.json
894-32-4061|379392906007806|Jeffery|Foster|M|7318 Heather Lodge|Alvin|TX|77511|29.412|-95.2515|46627|Engineering geologist|1949-01-17|391412017641|adults_50up_male_urban.json
245-83-1487|675942799072|Julie|Taylor|F|57016 Schmidt Hill Suite 498|Toledo|OH|43608|41.6779|-83.5344|316948|Teaching laboratory technician|1966-01-23|231045526966|adults_50up_female_urban.json
083-80-5501|3585016579055289|Michele|Castro|F|53817 Karen Trace|Gilbert|SC|29054|33.958|-81.3914|9612|Equality and diversity officer|1989-04-18|387923438251|adults_2550_female_urban.json
516-88-6930|4155778817884795134|Stephanie|Ellis|F|2411 Joshua Square|Hot Springs National Park|AR|71913|34.4689|-93.043|72927|Data scientist|1965-02-04|165340472930|adults_50up_female_urban.json
534-81-0372|4827567043103856958|Mary|Buchanan|F|887 Torres Curve Suite 243|Salt Lake City|UT|84117|40.6551|-111.834|594043|Radio broadcast assistant|1951-12-13|847346136203|adults_50up_female_urban.json
152-46-4660|30292842222314|Andrew|Stewart|M|4523 Elizabeth Key|Brimfield|MA|01010|42.1165|-72.1885|3609|Data scientist|1987-08-11|491227929210|adults_2550_male_urban.json
167-69-4941|5167275208854741|Wayne|Webster|M|751 Mccullough Dam|Macomb|IL|61455|40.4617|-90.6787|22086|Structural engineer|1954-05-15|335509428125|adults_50up_male_urban.json
412-80-3611|30515093983436|Alexander|Ryan|M|186 Tracy Rapids Apt. 562|New York City|NY|10025|40.7975|-73.9683|1577385|Physiotherapist|1993-11-04|422494343629|adults_2550_male_urban.json
013-37-5652|377813767426621|Russell|Harper|M|47851 Davis Lodge|Adrian|MI|49221|41.9005|-84.0446|41310|Government social research officer|1960-09-07|190758885169|adults_50up_male_urban.json
474-91-9305|4264870494787301|Rick|Moore|M|714 White Spurs Apt. 014|Silver Springs|FL|34488|29.2635|-81.9532|10291|Research officer, government|2002-11-29|657416577242|young_adults_male_urban.json
371-75-7873|3547158904290251|Joel|Steele|M|04565 Keith Pines Apt. 832|Houston|TX|77088|29.8817|-95.4539|2906700|Chief Marketing Officer|1982-05-14|827205386114|adults_2550_male_urban.json
557-42-5181|4451895202845763|Gerald|Bartlett|M|28338 Robert Club|South Gate|CA|90280|33.9462|-118.2013|94396|Commercial horticulturist|1951-09-08|145250832177|adults_50up_male_urban.json
492-45-5105|3527985240132233|Elizabeth|Clark|F|1107 Williams Coves|Mathis|TX|78368|28.0802|-97.8097|9227|Amenity horticulturist|1990-08-03|724960651796|adults_2550_female_urban.json
608-08-7686|2250140119393251|Allen|Thomas|M|552 William Cliff Apt. 908|Statesville|NC|28625|35.8651|-80.8858|69129|Engineer, water|1934-06-21|213527785060|adults_50up_male_urban.json
176-97-8801|060413875927|Jessica|Rosario|F|6638 Rick Trace|Baltimore|MD|21231|39.2892|-76.59|635495|Interior and spatial designer|2000-08-03|511632032337|young_adults_female_urban.json
533-18-8124|378015716479474|Darrell|Russell|M|17520 Powers Locks Suite 811|Burnsville|NC|28714|35.903|-82.2876|16753|Customer service manager|1995-10-02|439782366510|adults_2550_male_urban.json
605-14-2765|2283539613674994|Denise|Clarke|F|7967 Hernandez Motorway Apt. 147|Puyallup|WA|98371|47.1991|-122.3151|129412|Research scientist (medical)|1971-08-25|688186139417|adults_50up_female_urban.json
031-13-0866|2502695249911872|Ricky|Harris|M|8485 Stephanie Bypass Suite 167|Osceola|AR|72370|35.7019|-89.9798|8606|International aid/development worker|1975-07-30|415979927589|adults_2550_male_urban.json
471-05-0539|4276246719788976|Karen|Dickerson|F|4796 Miranda Haven|Corona|CA|92882|33.8419|-117.6043|233717|IT sales professional|1999-01-21|30328585053|adults_2550_female_urban.json
047-17-6004|345616556503339|Matthew|Watkins|M|1520 Johnson Shoals|El Paso|TX|79927|31.6446|-106.2737|749635|Pharmacist, hospital|1966-02-03|565080469383|adults_50up_male_urban.json
274-03-7696|3556965917135788|Roberta|Contreras|F|456 Tyler Vista|Tucson|AZ|85730|32.181|-110.819|865276|Call centre manager|1991-05-01|935617309923|adults_2550_female_urban.json
220-37-4345|579639191959|Donald|Knight|M|3514 Reynolds Plains Suite 366|Gleason|TN|38229|36.2117|-88.6184|2931|Food technologist|1991-03-26|565324915175|adults_2550_male_urban.json
688-98-8972|4829737489690832|Helen|Hernandez|F|466 Dalton Circles|Pryor|OK|74361|36.2921|-95.3129|16293|Engineer, electronics|1968-06-03|454604966623|adults_50up_female_urban.json
844-37-2632|4631230347786603246|Chad|Green|M|820 Casey Centers Apt. 594|Boca Raton|FL|33428|26.3446|-80.2109|210202|Bonds trader|1989-01-30|985295591878|adults_2550_male_urban.json
688-85-1480|6011319818984716|Cynthia|Martinez|F|9636 Drew Extensions Apt. 476|Groveport|OH|43125|39.8581|-82.8872|12161|Forest/woodland manager|1998-05-13|647951221385|adults_2550_female_urban.json
503-69-6140|3558673425754094|Amanda|Stevenson|F|348 Parker Squares|Tomball|TX|77375|30.0739|-95.6201|68059|Medical laboratory scientific officer|1983-11-26|892937260466|adults_2550_female_urban.json
125-69-3873|36064413432752|Shawn|Wang|M|41776 Love Wells Apt. 248|Orlando|FL|32803|28.5559|-81.3535|878243|Brewing technologist|1982-04-25|461072712167|adults_2550_male_urban.json
747-71-5354|30002720634591|Bradley|Moore|M|657 Russo Dale|Manteca|CA|95336|37.8134|-121.2132|74232|Gaffer|2004-06-26|752364363524|young_adults_male_urban.json
847-42-4617|4652669300893|Mark|Meadows|M|42069 Burke Drive Apt. 529|Delaware|OH|43015|40.2932|-83.0723|48107|Commercial/residential surveyor|1966-03-05|786039638224|adults_50up_male_urban.json
446-99-7434|4133344762639346|Monica|Lopez|F|2044 Christine Gateway|Belmont|CA|94002|37.5174|-122.2927|25992|Merchant navy officer|1962-11-21|754122826432|adults_50up_female_urban.json
470-11-0170|30256366941187|Anthony|Cook|M|5990 Jon River|Oxford|CT|06478|41.4202|-73.1296|12683|Museum/gallery curator|1945-01-08|736134617514|adults_50up_male_urban.json
136-72-0674|3542875721586240|Audrey|Williams|F|4564 Austin Trace|Petersburg|VA|23803|37.2123|-77.4814|62283|Geneticist, molecular|1949-08-14|345817764459|adults_50up_female_urban.json
169-41-8050|4032032074276178|Andrew|Kelly|M|7121 Davis Ways Suite 228|North Bend|OR|97459|43.4327|-124.2131|14096|Government social research officer|1999-10-29|981671672588|adults_2550_male_urban.json
